model,feature,importance
rfc_adasyn,notes_emb_79,0.0016243167131704595
rfc_adasyn,notes_emb_80,0.0013829021250118276
rfc_adasyn,notes_emb_81,0.00151114536326898
rfc_adasyn,notes_emb_82,0.0039177565898450145
rfc_adasyn,notes_emb_83,0.0018206425734316487
rfc_adasyn,notes_emb_84,0.001325370350821194
rfc_adasyn,notes_emb_85,0.0012837668874017016
rfc_adasyn,notes_emb_86,0.0013134298360378863
rfc_adasyn,notes_emb_87,0.0021723451518690187
rfc_adasyn,notes_emb_88,0.00384898220273842
rfc_adasyn,notes_emb_89,0.0018840880789671314
rfc_adasyn,notes_emb_90,0.0025568017096820545
rfc_adasyn,notes_emb_91,0.005008543315639834
rfc_adasyn,notes_emb_92,0.001589893142261018
rfc_adasyn,notes_emb_93,0.0015657807512535855
rfc_adasyn,notes_emb_94,0.000947499696141846
rfc_adasyn,notes_emb_95,0.0011837225313335341
rfc_adasyn,notes_emb_96,0.001546379537184177
rfc_adasyn,notes_emb_97,0.0019133908365099428
rfc_adasyn,notes_emb_98,0.0019172191800381209
rfc_adasyn,notes_emb_99,0.002442358123073328
rfc_adasyn,notes_emb_100,0.0013192915311211668
rfc_adasyn,notes_emb_101,0.005202968190222634
rfc_adasyn,notes_emb_102,0.002069712786024665
rfc_adasyn,notes_emb_103,0.0014159477500607159
rfc_adasyn,notes_emb_104,0.0040776596948263275
rfc_adasyn,notes_emb_105,0.0012225936156160687
rfc_adasyn,notes_emb_106,0.001776561613299103
rfc_adasyn,notes_emb_107,0.004119070081659417
rfc_adasyn,notes_emb_108,0.001311209428781482
rfc_adasyn,notes_emb_109,0.0014335585112525678
rfc_adasyn,notes_emb_110,0.0016865441136111763
rfc_adasyn,notes_emb_111,0.0013549719225062907
rfc_adasyn,notes_emb_112,0.0026665587552402157
rfc_adasyn,notes_emb_113,0.001090314315069089
rfc_adasyn,notes_emb_114,0.015761484241733528
rfc_adasyn,notes_emb_115,0.0014674179420235691
rfc_adasyn,notes_emb_116,0.0016223681404690653
rfc_adasyn,notes_emb_117,0.0016100366154779228
rfc_adasyn,notes_emb_118,0.002586668938480094
rfc_adasyn,notes_emb_119,0.010043056102818814
rfc_adasyn,notes_emb_120,0.0013004695272248368
rfc_adasyn,notes_emb_121,0.001675979178576599
rfc_adasyn,notes_emb_122,0.0016561755884215604
rfc_adasyn,notes_emb_123,0.0025787585175076305
rfc_adasyn,notes_emb_124,0.0026061047797327915
rfc_adasyn,notes_emb_125,0.0024446905075211065
rfc_adasyn,notes_emb_126,0.0018556371831271123
rfc_adasyn,notes_emb_127,0.004068723316249885
rfc_adasyn,notes_emb_128,0.0018901770630306886
rfc_adasyn,notes_emb_129,0.0013847285596601088
rfc_adasyn,notes_emb_130,0.001655556515211622
rfc_adasyn,notes_emb_131,0.0019033504981919656
rfc_adasyn,notes_emb_132,0.003761755160788991
rfc_adasyn,notes_emb_133,0.0021361349422654267
rfc_adasyn,notes_emb_134,0.0014702227042985006
